,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,label
6260,3.0,3.7851505169089226,3.0,23,1,1,12,2,1,2,5,0,75239,0.9283835056363074,14,3.28646597745477,3,0,2,3,3,1
6261,3.9891948810371662,2.007203412641889,3.9963982936790554,31,1,1,2,1,1,1,7,1,71039,1.0,14,3.025211944246612,3,1,2,3,3,1
6262,2.592014804854567,2.2039925975727166,3.0,40,2,1,4,3,0,2,6,1,49063,3.3880222072818498,17,6.184029609709134,4,0,3,2,3,1
6263,4.0,3.0,2.0,34,1,1,5,3,1,2,6,0,137440,0.0,20,3.0,2,1,0,3,4,1
6264,3.568998482264898,1.431001517735102,1.6465022766026531,37,2,1,10,3,0,4,1,1,67028,7.0,13,9.508505312072858,3,3,3,2,3,1
6265,2.6720141179802175,2.6639929410098913,2.3279858820197825,27,2,0,28,4,0,1,6,0,28860,2.3279858820197825,15,6.975936469089021,4,4,4,3,3,1
6266,3.5343174582377204,3.4656825417622796,3.0,38,2,1,3,2,0,1,6,1,96541,1.0,17,9.534317458237721,9,2,3,3,3,1
6267,2.5467620955644996,2.5467620955644996,1.0,45,0,1,3,3,0,2,7,0,196131,6.77338104778225,12,20.467620955644996,18,10,7,3,3,1
6268,4.0,2.8299317301559372,3.0,45,1,1,9,2,0,1,0,1,63512,1.9149658650779686,12,17.469385571403436,8,6,6,1,3,1
6269,4.0,3.8108608999770155,1.8108608999770155,25,1,1,1,2,1,2,6,1,103873,1.3782782000459692,13,4.404503800413723,1,0,0,2,3,1
6270,2.0,3.0,3.0,35,2,1,2,4,0,2,5,1,108830,3.0,12,8.0,1,0,1,4,3,1
6271,2.0,2.0,2.0,52,2,1,3,2,1,3,2,2,25790,9.0,19,10.0,8,7,7,3,3,1
6272,2.6107707306850387,1.0,2.6107707306850387,27,2,1,27,3,0,1,6,0,22984,0.3892292693149614,16,5.7784585386299225,5,0,3,3,3,1
6273,3.0,2.0,1.0,35,2,2,24,3,1,3,0,0,20700,1.0,13,5.0,4,0,2,2,3,1
6274,1.0,3.0,3.0,24,2,1,17,2,0,1,0,2,25010,9.0,12,4.0,2,2,0,1,3,1
6275,2.5684648985079397,2.70539469552382,3.4315351014920603,29,1,1,5,2,0,2,1,1,68170,0.4315351014920601,14,5.547719188063519,4,3,3,3,3,1
6276,1.3484843166711076,1.6515156833288924,3.0,24,1,1,6,3,0,3,5,1,178920,1.0,12,5.439390216697753,5,2,3,2,3,1
6277,1.2107814493546882,2.7892185506453115,3.0,31,1,1,8,3,1,1,3,2,191803,2.3676556519359355,15,7.156874202581247,3,0,2,3,3,1
6278,3.0,3.0,3.0,25,2,2,10,1,1,2,5,2,82370,1.0,13,6.0,6,0,3,2,3,1
6279,3.0,1.0,3.0,39,2,1,18,2,1,2,2,2,28360,0.0,20,6.0,5,0,3,2,4,1
6280,4.0,1.0,2.0,34,1,1,2,1,1,1,4,1,134990,4.0,23,11.0,7,0,7,4,4,1
6281,3.0,2.1452896388274056,3.8547103611725944,30,1,1,10,1,0,1,6,1,41895,0.07264481941370282,22,5.636775902931486,4,0,3,1,3,1
6282,2.902342571329359,3.0,1.6341141904431196,19,1,1,10,2,0,2,4,2,53338,1.0,19,0.7317716191137609,0,0,0,3,3,1
6283,2.6360991451018374,3.0,3.0,38,2,2,4,2,0,3,3,0,59290,5.363900854898162,12,5.636099145101838,2,0,1,2,3,1
6284,4.0,1.0,3.0,35,2,2,7,4,1,3,8,2,61180,0.0,21,9.0,8,4,7,2,4,1
6285,4.0,3.0,1.0,32,2,2,23,1,1,3,0,2,24680,0.0,11,4.0,3,1,2,3,3,1
6286,3.8249026719444386,3.8249026719444386,3.0,19,1,1,7,3,1,2,7,2,34643,1.0,19,1.8249026719444388,1,0,1,2,3,1
6287,1.0,4.0,4.0,19,2,1,4,3,1,1,7,2,76440,1.0,15,1.0,1,0,0,3,3,1
6288,2.0,2.2557468565944676,2.1628354289370217,42,2,1,13,3,0,1,6,1,21106,8.581417714468511,13,17.302683431496174,14,1,5,3,3,1
6289,3.414967149047496,3.414967149047496,3.707483574523748,36,2,0,1,3,1,2,6,1,36782,2.414967149047496,13,14.027220766903715,1,0,0,3,3,1
6290,4.0,2.335588858105357,1.6677944290526785,34,1,1,11,3,1,1,4,0,137486,0.3322055709473216,17,5.325438996631251,4,0,2,3,3,1
6291,1.5875518123487815,2.4124481876512185,3.0,40,2,1,2,3,0,1,6,1,45815,6.649792750604874,16,16.536930064163403,0,0,0,1,3,1
6292,1.0414991671830793,3.0414991671830793,2.0,53,2,0,18,3,1,1,1,1,46836,5.834003331267683,13,23.25301499070457,18,2,7,3,3,1
6293,2.725810598351115,2.088715897526672,2.0,28,0,1,16,3,0,2,2,2,52314,1.0,17,6.7338523074199825,6,1,5,2,3,1
6294,2.791877261060408,1.0,1.8054151592930614,34,1,1,2,3,1,2,5,1,47935,4.208122738939592,14,11.375631783181223,4,1,0,3,3,1
6295,3.306766996957361,1.6932330030426388,2.693233003042639,29,1,1,6,2,0,1,3,1,131492,2.6135339939147224,19,8.573684489350764,5,0,5,3,3,1
6296,4.0,2.0,3.0,26,2,0,2,1,0,3,7,1,65780,0.0,15,6.0,5,1,4,2,3,1
6297,4.0,2.4086909167750292,1.7043454583875146,34,1,1,10,3,1,1,4,0,137481,0.2956545416124853,17,5.069581791287397,4,0,2,3,3,1
6298,2.858847780834767,1.0,1.7607681461101554,34,1,1,2,3,1,2,5,1,47924,4.1411522191652335,14,11.576543342504301,4,1,0,3,3,1
6299,1.5996275684599213,3.0,3.0,42,1,1,6,2,0,2,2,0,168334,4.998137842299607,14,11.199255136919843,3,0,0,2,3,1
6300,1.0,4.0,3.0,44,2,1,21,4,0,2,2,1,62720,1.0,19,10.0,10,0,5,3,3,1
6301,4.0,3.0,1.0,32,2,2,23,1,1,3,0,2,24680,0.0,11,4.0,3,1,2,3,3,1
6302,1.0,4.0,4.0,19,2,1,4,3,1,1,7,2,76440,1.0,15,1.0,1,0,0,3,3,1
6303,3.339770242298844,2.9806892731034687,2.339770242298844,35,2,1,10,4,0,1,7,0,171926,4.660229757701156,15,10.756783392183813,3,0,1,2,3,1
6304,2.088761687125497,2.0,1.9112383128745032,31,2,2,13,3,1,3,2,0,20722,3.7337149386235096,15,7.2780957821862575,5,1,4,2,3,1
6305,2.6781138309542087,2.3562276619084175,3.0,38,2,1,10,2,0,1,1,1,85748,2.0,17,8.0,5,1,0,1,3,1
6306,3.456978569133236,3.543021430866764,2.543021430866764,31,1,1,2,2,0,1,2,1,68041,0.0,14,7.172085723467056,6,5,4,3,3,1
6307,1.6531140236356143,1.3468859763643857,3.0,26,1,1,3,3,0,3,5,1,179070,1.0,12,7.571798165449302,7,4,5,2,3,1
6308,2.3069343713695294,2.0,2.12871041908698,29,2,0,16,2,1,3,4,1,28961,2.6930656286304706,15,3.2574208381739607,1,1,1,3,3,1
6309,1.794480817853506,3.794480817853506,2.0,30,2,0,5,4,1,2,5,1,47499,2.8220767285859756,11,9.69934527863689,5,2,1,2,3,1
6310,1.2781291554866123,3.1656125335401626,3.4437416890267754,20,1,1,3,3,1,1,6,2,76467,1.2781291554866123,15,1.8343874664598374,0,0,0,2,3,1
6311,2.1422552397768153,1.2845104795536308,2.1422552397768153,26,1,1,2,3,1,2,6,1,76541,2.995786678437708,16,4.284510479553631,0,0,0,2,3,1
6312,1.6263264036595542,2.3736735963404456,3.0,40,2,1,2,3,0,1,6,1,45809,6.494694385361783,16,16.110409559744905,0,0,0,1,3,1
6313,3.6990684309758026,2.1504657845120985,3.8495342154879015,46,1,1,9,2,1,1,7,1,44223,3.8495342154879015,11,13.752328922560494,8,2,6,2,3,1
6314,3.0,3.0,2.9110102851436532,40,1,1,9,1,0,1,7,0,50071,5.46606171086192,20,7.0,2,1,2,2,3,1
6315,1.0,3.0,3.0,24,1,1,2,3,1,2,6,1,39190,1.0,21,6.0,6,1,2,3,4,1
6316,1.0,3.0,2.0,55,2,1,19,3,1,1,1,2,46800,6.0,14,24.0,19,3,8,4,3,1
6317,1.0,4.0,4.0,19,2,1,4,3,1,1,7,2,76440,1.0,15,1.0,1,0,0,3,3,1
6318,4.0,1.1220071558280449,1.0610035779140223,36,1,1,22,3,1,1,2,1,137571,0.9389964220859776,11,9.572974954601843,9,0,7,3,3,1
6319,1.9056274284218335,2.547186285789083,3.0,44,2,1,7,3,0,1,5,1,49036,2.35844114263275,14,4.811254856843667,3,0,2,2,3,1
6320,4.0,4.0,2.0,21,2,1,1,3,1,2,7,2,104000,1.0,13,1.0,1,0,0,3,3,1
6321,4.0,2.0,4.0,31,1,1,3,1,1,1,7,2,71040,1.0,14,3.0,3,2,2,3,3,1
6322,3.0,1.7199680916098725,3.0,25,1,1,13,2,1,2,3,1,75135,0.2399893638699575,17,6.04004254452017,5,0,3,3,3,1
6323,4.0,3.0,2.0,34,1,1,5,3,1,2,6,0,137440,0.0,20,3.0,2,1,0,3,4,1
6324,1.0,3.454100010537024,3.727050005268512,28,1,1,8,3,1,2,6,0,29905,6.816400042148097,21,3.1811500158055366,1,1,1,3,3,1
6325,2.341425269604298,3.3171494607914034,2.0,33,2,0,3,3,0,2,6,1,47700,2.0,13,7.707126348021491,4,3,2,2,3,1
6326,1.8975576079892296,3.1024423920107704,1.4487788039946148,32,2,1,5,1,0,1,2,2,27410,3.6926728239676887,13,3.6926728239676887,1,0,1,2,3,1
6327,3.0,3.8264653608429127,3.9132326804214563,30,1,0,2,2,0,1,3,2,53940,6.479396082528738,16,2.8264653608429127,1,0,0,1,3,1
6328,2.810606582115154,2.0,2.810606582115154,34,1,1,2,2,1,2,6,2,25733,2.5151473430787687,14,10.0,9,4,7,3,3,1
6329,3.9949734473901968,3.9849203421705908,3.9949734473901968,35,1,1,16,4,1,1,5,2,54720,2.9899468947803935,11,13.025132763049015,11,6,7,2,3,1
6330,3.9399035896218297,1.1802892311345103,1.1201928207563403,29,2,1,6,3,1,1,7,1,22432,1.0,12,11.300482051890851,11,3,9,1,3,1
6331,1.0,4.0,3.0,33,2,2,5,4,1,2,5,0,66520,7.0,25,8.0,4,1,3,3,4,1
6332,1.0,1.0,4.0,32,2,1,2,4,0,2,5,2,41480,7.0,15,10.0,5,0,4,2,3,1
6333,1.0,1.0,1.0,40,2,2,16,4,1,1,5,2,36330,3.0,16,10.0,4,0,3,3,3,1
6334,1.822807498988809,2.177192501011191,1.822807498988809,37,1,1,18,3,0,4,2,2,53452,1.0,22,3.645614997977618,3,0,2,3,3,1
6335,2.0,3.0,2.0,31,2,1,2,4,0,3,7,1,21410,4.0,20,12.0,7,7,7,3,4,1
6336,3.0,3.0,3.0,26,1,1,22,4,0,1,7,1,20240,1.0,23,8.0,8,1,7,3,4,1
6337,3.824598730853323,2.1169341794311176,3.941532910284441,31,1,1,2,1,1,1,7,1,71034,1.0,14,3.4092696280089125,3,1,2,3,3,1
6338,3.5684123487305337,3.5684123487305337,3.0,19,1,1,6,3,1,2,7,2,34648,1.0,19,1.5684123487305337,1,0,1,2,3,1
6339,1.0,4.0,3.0,56,2,0,1,2,0,5,7,2,25590,1.0,21,5.0,4,1,0,3,4,1
6340,3.1350373948847983,3.1350373948847983,3.1350373948847983,25,2,1,12,1,0,2,5,1,82411,1.0,12,6.135037394884798,6,0,3,2,3,1
6341,1.0,2.0,3.0,26,2,1,4,3,1,3,6,0,68540,2.0,11,5.0,3,0,2,2,3,1
6342,1.7171205684721935,3.151361705416581,2.2828794315278067,30,2,1,9,3,0,1,7,2,49460,0.7171205684721935,12,2.4143971576390326,2,0,0,2,3,1
6343,2.0,4.0,2.0,30,2,2,12,4,0,2,7,2,49500,1.0,12,1.0,1,0,0,3,3,1
6344,3.286462576753455,3.286462576753455,2.3567687116232725,27,1,1,3,3,1,1,2,1,34737,1.0,13,9.005238037274182,9,5,5,4,3,1
6345,1.7574644454507178,1.2425355545492822,3.0,27,1,1,2,3,0,3,6,1,179121,1.0,12,8.302251118155024,8,4,5,2,3,1
6346,3.0,4.0,3.0,46,2,2,1,2,0,2,6,2,97140,1.0,22,9.0,9,4,7,3,4,1
6347,1.8965714057770924,1.5977142705180616,2.4022857294819384,33,1,1,10,3,0,1,4,0,25269,1.0,13,2.7931428115541848,2,2,2,1,3,1
6348,4.0,1.0,1.0,40,2,1,2,3,1,2,5,2,47750,3.0,15,15.0,5,1,0,4,3,1
6349,3.1198839069812028,3.5599419534906014,2.0,46,1,1,5,2,0,1,7,0,21477,6.799709767453006,14,6.960522418584588,3,3,3,3,3,1
6350,3.0,2.0,3.0,28,2,0,1,3,0,2,2,1,24130,1.0,16,1.0,1,0,0,3,3,1
6351,2.1195583888574303,1.11955838885743,3.0,33,1,2,16,1,0,1,4,0,20013,8.521766444570279,21,10.40220805571285,2,0,1,3,3,1
6352,3.0,2.0,4.0,29,2,1,19,4,1,3,6,1,17900,5.0,16,6.0,2,1,1,2,3,1
6353,1.4105933867927831,3.589406613207217,2.1368644622642607,37,2,1,10,3,1,1,3,0,173892,5.7262710754714785,12,8.779238009435392,2,2,1,1,3,1
6354,1.0,3.822494649290227,2.177505350709773,28,1,1,11,3,0,1,7,1,56758,4.644989298580454,14,6.24253745496841,2,1,1,2,3,1
6355,1.3466861059505617,2.0,2.6533138940494383,29,2,2,5,3,1,3,4,1,20741,5.959941682148315,17,9.133284735123596,6,2,6,2,3,1
6356,3.0,3.0,3.0,25,2,2,10,1,1,2,5,2,82370,1.0,13,6.0,6,0,3,2,3,1
6357,3.766152928949217,4.0,2.8830764644746085,25,2,1,8,2,1,2,3,2,158086,1.0,13,7.181535251322259,7,6,3,3,3,1
6358,1.0,2.0,3.0,27,1,2,8,1,1,4,2,1,102310,1.0,13,1.0,1,0,0,3,3,1
6359,3.0,4.0,2.949899668246076,35,1,1,10,3,0,2,6,0,22307,1.25050165876962,12,15.49899668246076,15,2,6,3,3,1
6360,1.0,1.0,3.0,49,1,2,6,5,0,2,0,2,23420,3.0,18,20.0,4,1,3,3,3,1
6361,4.0,4.0,4.0,39,2,0,1,4,1,1,7,1,36730,3.0,14,19.0,1,0,0,3,3,1
6362,2.632238150867861,2.264476301735722,2.632238150867861,36,1,1,1,3,1,2,6,1,76546,6.425667056075026,13,5.264476301735722,0,0,0,2,3,1
6363,1.0,2.0,3.0,28,2,2,2,4,1,3,6,2,20750,7.0,18,10.0,7,3,7,2,3,1
6364,2.3901202346883395,2.0,2.3901202346883395,43,1,1,2,2,1,2,3,2,25762,5.879038122493286,16,10.0,8,5,7,3,3,1
6365,3.0,2.0,2.0,32,2,1,1,1,1,2,2,2,27410,7.0,11,7.0,2,2,2,3,3,1
6366,3.9095016219622245,1.0904983780377757,1.1357475670566637,38,2,1,10,3,0,4,1,1,66974,7.0,11,8.316744323132214,2,2,2,2,3,1
6367,3.7820912917479865,3.3462738752439596,3.7820912917479865,35,1,1,13,4,1,1,5,2,54741,2.564182583495973,12,14.089543541260067,12,7,8,2,3,1
6368,3.0,3.0,3.0,25,2,2,10,1,1,2,5,2,82370,1.0,13,6.0,6,0,3,2,3,1
6369,4.0,2.0,1.0,24,2,0,28,4,1,3,4,1,28860,1.0,19,1.0,1,0,0,3,3,1
6370,1.0,1.0,3.0,29,2,1,8,2,1,1,3,0,28530,4.0,14,4.0,2,2,0,2,3,1
6371,1.0,1.0,3.0,29,2,1,8,2,1,1,3,0,28530,4.0,14,4.0,2,2,0,2,3,1
6372,1.4768569793028348,3.523143020697165,3.0462860413943305,36,1,1,10,1,0,1,3,0,59861,2.092572082788661,11,18.462860413943304,7,2,1,3,3,1
6373,3.6996899090587085,1.3003100909412915,1.3003100909412915,43,2,1,3,2,0,2,5,1,47746,2.6996899090587085,15,13.798759636234834,5,2,2,3,3,1
6374,2.178285816319007,3.178285816319007,3.4108570918404966,34,1,2,1,2,0,2,3,2,97591,1.0,20,5.713143265276028,5,2,4,3,3,1
6375,1.0,4.0,3.0,56,2,0,1,2,0,5,7,2,25590,1.0,21,5.0,4,1,0,3,4,1
6376,1.114681646066739,1.1720224691001087,1.114681646066739,28,1,1,4,2,0,1,5,2,109338,5.713295884833152,16,10.426591769666304,8,0,6,3,3,1
6377,3.751797881128988,3.751797881128988,2.1654680792473417,56,1,1,2,2,0,1,5,1,43846,1.0827340396236709,13,37.600712850913546,36,13,5,2,3,1
6378,1.7460622280763038,4.0,2.253937771923696,34,1,1,8,2,0,1,5,1,15585,1.2539377719236962,16,12.03150217538957,8,0,7,3,3,1
6379,3.0,4.0,3.0,29,1,2,3,2,0,2,2,2,68110,0.0,15,9.0,8,7,7,3,3,1
6380,1.0,2.197474413765332,3.901262793117334,34,2,1,8,1,0,1,5,1,62864,0.09873720688266585,15,15.407576758704005,14,9,9,3,3,1
6381,4.0,1.0,3.0,34,0,1,27,2,0,1,8,1,36920,1.0,12,5.0,5,3,0,3,3,1
6382,4.0,2.0,3.0,40,2,2,8,1,1,1,2,2,59850,2.0,13,9.0,5,1,0,2,3,1
6383,2.0921679584724324,1.1843359169448646,3.0,34,2,1,14,2,0,1,5,1,84782,2.0,13,8.0,4,1,2,1,3,1
6384,4.0,2.0,3.0,26,2,0,2,1,0,3,7,1,65780,0.0,15,6.0,5,1,4,2,3,1
6385,1.7737247491834003,1.0,2.7737247491834003,39,2,1,4,3,1,1,4,0,33866,5.2262752508166,18,15.7737247491834,2,2,2,3,3,1
6386,1.0,3.0,3.1043020368006276,33,1,1,10,3,0,2,2,1,191985,3.625812220803766,17,9.043020368006276,4,0,3,3,3,1
6387,3.0,1.0,2.0,58,2,2,1,4,1,2,7,1,10090,7.0,13,31.0,10,5,9,4,3,1
6388,3.699705206099476,1.9008843817015713,2.699705206099476,30,2,1,3,2,0,2,3,1,21716,0.3002947939005238,16,2.6005895878010477,1,0,0,3,3,1
6389,4.0,1.0,1.0,29,2,1,6,3,1,1,7,1,22440,1.0,12,11.0,11,3,10,1,3,1
6390,2.8634657303414635,2.273068539317073,2.0,48,2,0,6,1,0,2,6,1,47731,2.0,17,10.317328651707317,7,6,6,2,3,1
6391,1.0,2.0,3.0,26,2,1,4,3,1,3,6,0,68540,2.0,11,5.0,3,0,2,2,3,1
6392,1.0,2.0,3.0,21,1,1,9,3,0,4,4,2,178750,1.0,12,3.0,3,1,2,2,3,1
6393,3.789492298424052,2.0,3.0,34,2,1,1,3,0,2,6,1,27430,1.8420308063037907,20,3.736600120487319,2,0,1,3,3,1
6394,3.2444824791630564,3.2518391736123142,2.7481608263876858,36,1,1,3,3,1,1,7,2,56394,6.5036783472246285,20,7.5036783472246285,1,0,1,3,3,1
6395,1.0,1.438744321925076,2.4387443219250757,38,2,0,10,3,1,1,4,2,43037,2.0,12,17.58116482887614,10,0,4,1,3,1
6396,4.0,1.0,2.0,34,1,1,2,1,1,1,4,1,134990,4.0,23,11.0,7,0,7,4,4,1
6397,3.0,3.0,3.0,26,1,1,22,4,0,1,7,1,20240,1.0,23,8.0,8,1,7,3,4,1
6398,1.0,4.0,3.0,52,2,1,5,4,0,4,1,1,14200,1.0,13,33.0,32,6,9,4,3,1
6399,1.0635569687146489,2.936443031285351,3.0,47,2,1,2,3,0,1,6,1,45899,8.745772125141404,16,22.30087334413886,0,0,0,1,3,1
6400,2.7820507692637584,2.0,2.7820507692637584,35,1,1,2,2,1,2,5,2,25735,2.743593845889934,14,10.0,9,4,7,3,3,1
6401,1.0,3.519858519024867,3.7599292595124334,28,1,1,8,3,1,2,6,0,29911,7.079434076099468,22,3.2797877785373006,1,1,1,3,3,1
6402,3.144309200721603,3.567072397835191,2.144309200721603,31,2,1,8,4,0,1,7,0,171525,4.855690799278397,15,8.020328810102441,3,0,2,2,3,1
6403,4.0,1.0,1.0,37,2,1,24,3,1,1,2,2,137580,1.0,11,10.0,10,0,8,3,3,1
6404,3.027250011950815,3.9182499641475546,2.027250011950815,28,2,1,7,4,0,1,7,0,171285,4.972749988049185,15,6.381500167311412,3,0,2,2,3,1
6405,1.0,1.0,3.0,35,2,1,2,3,0,1,6,0,25320,1.0,13,1.0,1,0,0,1,3,1
6406,4.0,4.0,4.0,35,1,1,17,4,1,1,5,2,54720,3.0,11,13.0,11,6,7,2,3,1
6407,1.0,1.9894317657796314,2.9894317657796314,44,2,0,11,3,1,1,2,2,43059,2.0,11,25.841476486694475,23,0,10,2,3,1
6408,1.0,1.0,2.0,33,2,1,10,3,1,1,7,2,43020,2.0,13,11.0,0,0,0,1,3,1
6409,1.0,2.724229461287979,3.0,32,2,1,10,3,0,2,5,1,26957,1.0,15,1.8621147306439896,1,1,1,3,3,1
6410,3.3775250816227307,3.3775250816227307,3.0,19,1,1,6,3,1,2,7,2,34652,1.0,19,1.3775250816227307,1,0,1,2,3,1
6411,3.0,2.7954871330194506,3.0,41,2,0,5,2,0,3,6,1,45581,1.0,13,5.488717832548627,5,0,1,1,3,1
6412,4.0,4.0,2.0,32,2,1,5,3,1,1,0,1,34770,1.0,11,14.0,14,9,8,4,3,1
6413,3.8471202779211047,3.0764398610394474,2.9235601389605526,47,1,1,1,3,1,2,6,2,159904,2.8471202779211047,14,4.694240555842209,0,0,0,3,3,1
6414,1.1041158188073403,2.8958841811926597,1.1041158188073403,23,1,1,19,2,0,4,5,2,53380,1.0,15,2.2082316376146807,2,1,2,3,3,1
6415,3.0,1.0,2.2060706141400352,38,1,2,7,3,1,1,2,1,22866,0.0,16,18.4967995596194,17,10,11,1,3,1
6416,3.6833921997887713,3.6833921997887713,3.841696099894386,37,2,0,1,3,1,1,6,1,36758,2.6833921997887713,13,16.308833698204555,1,0,0,3,3,1
6417,1.0,2.0,3.0,45,2,0,12,3,1,2,2,2,43060,2.0,11,26.0,24,1,11,3,3,1
6418,4.0,3.0,2.0,19,2,1,5,2,1,1,3,2,53320,1.0,23,0.0,0,0,0,3,4,1
6419,3.687928377320046,2.1560358113399767,1.3120716226799538,24,2,0,28,4,0,2,4,0,28860,1.3120716226799538,18,2.404322302059792,1,1,1,3,3,1
6420,3.0,4.0,4.0,31,1,1,2,2,0,2,4,2,53960,7.0,17,3.0,1,0,0,1,3,1
6421,4.0,3.0,2.0,19,2,1,5,2,1,1,3,2,53320,1.0,23,0.0,0,0,0,3,4,1
6422,3.0,1.9128924447365754,2.0871075552634246,43,1,1,10,3,1,1,5,0,28433,0.9128924447365754,12,6.0,5,1,3,3,3,1
6423,1.0,4.0,3.0,56,2,0,1,2,0,5,7,2,25590,1.0,21,5.0,4,1,0,3,4,1
6424,2.0,1.0,3.0,38,2,2,6,4,0,3,6,1,107480,7.0,15,17.0,1,0,0,3,3,1
6425,2.2791977347196,1.2791977347196002,3.0,32,1,2,15,1,0,1,4,0,20018,7.883209061121599,20,9.604011326401999,2,0,1,3,3,1
6426,2.2705826873267383,1.0,3.0,23,2,0,17,3,0,2,4,2,27137,3.1176378122112305,11,1.8470551248844922,0,0,0,2,3,1
6427,1.7143491644126683,3.0,2.238116388137556,36,2,1,5,2,0,1,6,0,56569,6.761883611862444,13,8.523767223724889,0,0,0,3,3,1
6428,3.7815056477421822,2.5630112954843645,3.0,22,2,0,4,3,0,3,2,1,49687,1.0,12,4.126022590968729,4,0,1,3,3,1
6429,3.1727277866761563,3.0,1.5515148088825625,29,1,1,25,2,0,1,0,2,25111,3.20605923553025,13,6.172727786676156,5,5,5,1,3,1
6430,2.591506482175665,1.2042467589121675,2.0,26,1,1,1,3,1,1,3,1,57723,1.0,16,2.838220830209507,2,2,1,2,3,1
6431,2.033512608984765,1.0,2.9832436955076176,26,0,1,20,1,0,1,4,1,135245,7.93297478203047,17,7.06702521796953,2,1,2,2,3,1
6432,1.0,1.0,3.0,25,2,2,16,4,1,2,6,1,198590,3.0,19,6.0,3,2,2,2,3,1
6433,2.923431741566461,2.0,2.923431741566461,32,1,1,2,2,1,2,6,2,25725,1.6125460674683119,13,10.0,9,4,7,3,3,1
6434,3.0,4.0,3.0,25,1,1,1,1,1,1,4,2,109320,1.0,11,1.0,1,1,0,3,3,1
6435,1.601682164018296,2.398317835981704,3.0,30,1,1,8,3,1,1,5,2,191623,1.1949535079451117,13,5.593271343926816,3,0,2,3,3,1
6436,3.0,3.0,3.0,18,0,1,2,4,1,3,2,2,109650,1.0,18,0.0,0,0,0,4,3,1
6437,1.6881978630442314,4.0,2.3118021369557686,35,1,1,8,2,0,1,5,1,15593,1.3118021369557686,16,12.494417095646149,8,0,7,3,3,1
6438,2.49954432489304,2.75022783755348,3.24977216244652,49,1,1,5,2,1,3,7,1,44235,3.24977216244652,13,16.7511391877674,5,1,3,2,3,1
6439,1.6916796914278032,2.691679691427803,3.6541601542860986,28,0,2,1,2,0,2,2,2,97859,1.0,19,3.7667187657112127,3,1,2,3,3,1
6440,1.6192390320535817,2.142282903839255,2.7615219358928367,22,1,1,3,3,1,1,6,2,76501,1.6192390320535817,16,2.857717096160745,0,0,0,2,3,1
6441,4.0,1.0,3.0,35,2,1,2,3,1,3,0,1,23210,9.0,12,15.0,13,6,0,3,3,1
6442,2.856203671019573,2.856203671019573,3.0,20,1,1,1,4,0,1,6,2,23355,1.143796328980427,14,1.4379632898042694,0,0,0,2,3,1
6443,1.0,2.0,4.0,19,0,2,2,2,1,3,0,2,98240,1.0,18,1.0,1,0,0,3,3,1
6444,4.0,3.0,3.0,32,2,1,5,3,0,1,7,1,96020,1.0,13,10.0,10,1,1,3,3,1
6445,4.0,3.0,2.0,36,2,2,7,2,1,4,2,1,144110,0.0,18,2.0,1,0,0,4,3,1
6446,2.024600693774161,2.536901040661242,2.024600693774161,26,1,1,2,1,0,1,4,2,109329,3.438498265564597,13,5.876996531129194,4,0,3,3,3,1
6447,2.452855796538559,3.7735721017307204,2.2264278982692796,26,1,1,6,2,1,2,6,2,159765,1.4528557965385593,19,1.9057115930771187,0,0,0,3,3,1
6448,2.911919241223071,3.0440403793884645,2.0440403793884645,29,2,0,9,1,0,1,7,2,25609,1.0,21,2.132121138165393,2,1,1,3,4,1
6449,2.386670307469413,2.386670307469413,3.0,37,2,1,12,3,0,1,0,1,86313,2.91999453879588,18,7.386670307469413,5,0,0,2,3,1
6450,2.0,3.0,4.0,33,2,1,10,3,0,4,5,1,67280,7.0,22,15.0,7,7,7,2,4,1
6451,2.4629601918259763,1.4629601918259765,3.0,31,1,2,14,1,0,1,4,0,20023,7.148159232696094,19,8.685199040870117,2,0,1,3,3,1
6452,2.0,2.318646986758651,3.0,29,1,1,1,2,1,3,1,2,27855,1.9559409602759539,13,3.2305289073105588,2,1,0,3,3,1
6453,3.0,3.8205495737562476,2.940183191252083,31,1,2,2,2,1,2,6,1,11218,8.880366382504166,18,4.674870644941688,1,0,0,2,3,1
6454,1.1403575349153057,3.0,2.0467858449717684,36,2,1,6,2,0,1,6,0,56593,6.953214155028231,12,8.906428310056462,0,0,0,3,3,1
6455,2.3196520552920625,3.3196520552920625,3.0,31,1,1,1,3,0,1,4,1,108986,2.360695889415875,11,5.762435612955562,1,0,0,3,3,1
6456,1.0,2.8763534333327105,3.438176716666355,28,1,1,7,3,1,2,5,0,29847,4.505413733330842,18,2.314530149999066,1,0,0,3,3,1
6457,3.0,3.0,3.0,40,2,1,8,3,0,1,0,1,86280,2.0,20,8.0,6,1,0,2,4,1
6458,3.924522893218313,3.0,3.0,56,2,2,8,2,0,3,6,1,59554,4.075477106781687,13,6.924522893218313,1,0,0,1,3,1
6459,3.1117695070073355,2.667654260511003,2.0,28,0,1,15,2,0,2,2,2,52279,1.0,17,4.997037218466991,4,1,3,2,3,1
